timestamp,type,price,executionId
1.649087731691e+18,WRITE,0.0001525,17b8ae49-0f7b-43af-90d6-7065f012afb3
1.649087731773e+24,INVOCATION,2e-05,17b8ae49-0f7b-43af-90d6-7065f012afb3
1.649087731773e+24,TIME,0.00332388,17b8ae49-0f7b-43af-90d6-7065f012afb3
1.649087731991e+18,WRITE,0.0001525,6e82fe1d-ca25-48c7-9513-e2eeb08e0382
1.649087732012e+24,INVOCATION,2e-05,6e82fe1d-ca25-48c7-9513-e2eeb08e0382
1.649087732012e+24,TIME,8.316000000000001e-05,6e82fe1d-ca25-48c7-9513-e2eeb08e0382
1.649087732151e+18,WRITE,0.0001525,8fd949ff-bcf7-4c17-99c0-9dd99717d0ba
1.649087732152e+24,INVOCATION,2e-05,8fd949ff-bcf7-4c17-99c0-9dd99717d0ba
1.649087732152e+24,TIME,5.25e-05,8fd949ff-bcf7-4c17-99c0-9dd99717d0ba
1.649087732276e+18,WRITE,0.0001525,99e755ba-e95b-4c99-a4a4-6635db642f70
1.649087732311e+24,INVOCATION,2e-05,99e755ba-e95b-4c99-a4a4-6635db642f70
1.649087732311e+24,TIME,5.4600000000000006e-05,99e755ba-e95b-4c99-a4a4-6635db642f70
1.649087732392e+18,WRITE,0.0001525,a7f3e4cb-6ae8-464b-a1bd-a578bb37ef58
1.649087732452e+24,INVOCATION,2e-05,a7f3e4cb-6ae8-464b-a1bd-a578bb37ef58
1.649087732452e+24,TIME,5.712000000000001e-05,a7f3e4cb-6ae8-464b-a1bd-a578bb37ef58
1.649087742494e+18,WRITE,0.0001525,e634fdb9-7c36-4f09-89b6-6e9ae869be67
1.649087742555e+24,INVOCATION,2e-05,e634fdb9-7c36-4f09-89b6-6e9ae869be67
1.649087742555e+24,TIME,0.0030135,e634fdb9-7c36-4f09-89b6-6e9ae869be67
1.649087742693e+18,WRITE,0.0001525,edac005b-aebb-4b16-b5f8-56290ae1c40f
1.6490877426940002e+24,INVOCATION,2e-05,edac005b-aebb-4b16-b5f8-56290ae1c40f
1.6490877426940002e+24,TIME,5.5440000000000005e-05,edac005b-aebb-4b16-b5f8-56290ae1c40f
1.649087742795e+18,WRITE,0.0001525,7c99da28-a329-4cb4-8ac8-cb2b73a10fbc
