timestamp,type,price,executionId
2022-04-04 15:03:31.167000+00:00,WRITE,0.000117,vlbea3yxxgdo
2022-04-04 15:03:31.169857+00:00,INVOCATION,4e-05,vlbea3yxxgdo
2022-04-04 15:03:31.169857+00:00,TIME,0.0024792480000000003,vlbea3yxxgdo
2022-04-04 15:03:31.292000+00:00,WRITE,0.000117,vlbedsozk94v
2022-04-04 15:03:31.293457+00:00,INVOCATION,4e-05,vlbedsozk94v
2022-04-04 15:03:31.293457+00:00,TIME,6.6744e-05,vlbedsozk94v
2022-04-04 15:03:31.341000+00:00,WRITE,0.000117,vlbel0t62ac3
2022-04-04 15:03:31.341801+00:00,INVOCATION,4e-05,vlbel0t62ac3
2022-04-04 15:03:31.341801+00:00,TIME,2.4624e-05,vlbel0t62ac3
2022-04-04 15:03:31.373000+00:00,WRITE,0.000117,vlbekik55j1w
2022-04-04 15:03:31.373757+00:00,INVOCATION,4e-05,vlbekik55j1w
2022-04-04 15:03:31.373757+00:00,TIME,1.4256e-05,vlbekik55j1w
2022-04-04 15:03:31.422000+00:00,WRITE,0.000117,vlbehpyc32f5
2022-04-04 15:03:31.423248+00:00,INVOCATION,4e-05,vlbehpyc32f5
2022-04-04 15:03:31.423248+00:00,TIME,2.5272e-05,vlbehpyc32f5
2022-04-04 15:03:31.649000+00:00,WRITE,0.000117,vlbeduulpyt6
2022-04-04 15:03:31.649929+00:00,INVOCATION,4e-05,vlbeduulpyt6
2022-04-04 15:03:31.649929+00:00,TIME,1.4904e-05,vlbeduulpyt6
2022-04-04 15:03:32.665000+00:00,WRITE,0.000117,vlbewuhptqz3
2022-04-04 15:03:32.666693+00:00,INVOCATION,4e-05,vlbewuhptqz3
2022-04-04 15:03:32.666693+00:00,TIME,2.4624e-05,vlbewuhptqz3
2022-04-04 15:03:33.655000+00:00,WRITE,0.000117,vlbetj1j70vr
2022-04-04 15:03:33.656008+00:00,INVOCATION,4e-05,vlbetj1j70vr
2022-04-04 15:03:33.656008+00:00,TIME,1.8144e-05,vlbetj1j70vr
2022-04-04 15:03:34.648000+00:00,WRITE,0.000117,vlbe42kodf5q
2022-04-04 15:03:34.649243+00:00,INVOCATION,4e-05,vlbe42kodf5q
2022-04-04 15:03:34.649243+00:00,TIME,1.4256e-05,vlbe42kodf5q
2022-04-04 15:03:35.668000+00:00,WRITE,0.000117,vlbe2ip37r3f
2022-04-04 15:03:35.668909+00:00,INVOCATION,4e-05,vlbe2ip37r3f
2022-04-04 15:03:35.668909+00:00,TIME,2.6568000000000004e-05,vlbe2ip37r3f
2022-04-04 15:03:36.655000+00:00,WRITE,0.000117,vlber12xx0lw
2022-04-04 15:03:36.656621+00:00,INVOCATION,4e-05,vlber12xx0lw
2022-04-04 15:03:36.656621+00:00,TIME,1.8792000000000002e-05,vlber12xx0lw
2022-04-04 15:03:37.672000+00:00,WRITE,0.000117,vlbe21wdl0h3
2022-04-04 15:03:37.672812+00:00,INVOCATION,4e-05,vlbe21wdl0h3
2022-04-04 15:03:37.672812+00:00,TIME,2.7216e-05,vlbe21wdl0h3
2022-04-04 15:03:38.669000+00:00,WRITE,0.000117,vlbej6wn5flg
2022-04-04 15:03:38.670392+00:00,INVOCATION,4e-05,vlbej6wn5flg
2022-04-04 15:03:38.670392+00:00,TIME,2.7864e-05,vlbej6wn5flg
2022-04-04 15:03:39.645000+00:00,WRITE,0.000117,vlbeww07l4ay
2022-04-04 15:03:39.646402+00:00,INVOCATION,4e-05,vlbeww07l4ay
2022-04-04 15:03:39.646402+00:00,TIME,1.2312e-05,vlbeww07l4ay
2022-04-04 15:03:40.667000+00:00,WRITE,0.000117,vlbecyfw72hk
2022-04-04 15:03:40.667947+00:00,INVOCATION,4e-05,vlbecyfw72hk
2022-04-04 15:03:40.667947+00:00,TIME,2.6568000000000004e-05,vlbecyfw72hk
2022-04-04 15:03:41.666000+00:00,WRITE,0.000117,vlbe0gnmnl6z
2022-04-04 15:03:41.667718+00:00,INVOCATION,4e-05,vlbe0gnmnl6z
2022-04-04 15:03:41.667718+00:00,TIME,2.5920000000000003e-05,vlbe0gnmnl6z
2022-04-04 15:03:42.655000+00:00,WRITE,0.000117,vlbei0wg49rh
2022-04-04 15:03:42.656949+00:00,INVOCATION,4e-05,vlbei0wg49rh
2022-04-04 15:03:42.656949+00:00,TIME,1.944e-05,vlbei0wg49rh
2022-04-04 15:03:43.649000+00:00,WRITE,0.000117,vlbe52hzat5r
2022-04-04 15:03:43.649605+00:00,INVOCATION,4e-05,vlbe52hzat5r
2022-04-04 15:03:43.649605+00:00,TIME,1.4904e-05,vlbe52hzat5r
