timestamp,type,price,executionId
2022-04-04 14:43:20.927000+00:00,READ,3.9e-05,mpsz0jpii6nt
2022-04-04 14:43:20.929000+00:00,READ,3.9e-05,4az3q78p9b71
2022-04-04 14:43:21.078000+00:00,WRITE,0.000117,mpsz0jpii6nt
2022-04-04 14:43:21.080000+00:00,WRITE,0.000117,4az3q78p9b71
2022-04-04 14:43:21.105000+00:00,READ,3.9e-05,4az3q78p9b71
2022-04-04 14:43:21.106000+00:00,READ,3.9e-05,mpsz0jpii6nt
2022-04-04 14:43:21.124000+00:00,READ,3.9e-05,4az3q78p9b71
2022-04-04 14:43:21.151000+00:00,READ,3.9e-05,mpsz0jpii6nt
2022-04-04 14:43:21.159000+00:00,WRITE,0.000117,4az3q78p9b71
2022-04-04 14:43:21.177000+00:00,WRITE,0.000117,mpsz0jpii6nt
2022-04-04 14:43:21.186000+00:00,READ,3.9e-05,4az3q78p9b71
2022-04-04 14:43:21.198000+00:00,READ,3.9e-05,4az3q78p9b71
2022-04-04 14:43:21.198000+00:00,READ,3.9e-05,mpsz0jpii6nt
2022-04-04 14:43:21.219000+00:00,READ,3.9e-05,mpsz0jpii6nt
2022-04-04 14:43:21.233000+00:00,WRITE,0.000117,4az3q78p9b71
2022-04-04 14:43:21.243000+00:00,WRITE,0.000117,mpsz0jpii6nt
2022-04-04 14:43:21.250000+00:00,READ,3.9e-05,4az3q78p9b71
2022-04-04 14:43:21.264000+00:00,READ,3.9e-05,mpsz0jpii6nt
2022-04-04 14:43:21.271000+00:00,READ,3.9e-05,4az3q78p9b71
2022-04-04 14:43:21.277000+00:00,READ,3.9e-05,mpsz0jpii6nt
2022-04-04 14:43:21.308000+00:00,WRITE,0.000117,4az3q78p9b71
2022-04-04 14:43:21.310000+00:00,WRITE,0.000117,mpsz0jpii6nt
2022-04-04 14:43:21.321000+00:00,READ,3.9e-05,mpsz0jpii6nt
2022-04-04 14:43:21.327000+00:00,READ,3.9e-05,4az3q78p9b71
2022-04-04 14:43:21.339000+00:00,READ,3.9e-05,4az3q78p9b71
2022-04-04 14:43:21.340000+00:00,READ,3.9e-05,mpsz0jpii6nt
2022-04-04 14:43:21.360000+00:00,WRITE,0.000117,4az3q78p9b71
2022-04-04 14:43:21.365000+00:00,WRITE,0.000117,mpsz0jpii6nt
2022-04-04 14:43:21.376000+00:00,READ,3.9e-05,mpsz0jpii6nt
2022-04-04 14:43:21.377000+00:00,READ,3.9e-05,4az3q78p9b71
2022-04-04 14:43:21.390000+00:00,READ,3.9e-05,mpsz0jpii6nt
2022-04-04 14:43:21.392000+00:00,READ,3.9e-05,4az3q78p9b71
2022-04-04 14:43:21.408000+00:00,WRITE,0.000117,4az3q78p9b71
2022-04-04 14:43:21.413000+00:00,WRITE,0.000117,mpsz0jpii6nt
2022-04-04 14:43:21.418000+00:00,READ,3.9e-05,4az3q78p9b71
2022-04-04 14:43:21.423000+00:00,READ,3.9e-05,mpsz0jpii6nt
2022-04-04 14:43:21.435000+00:00,READ,3.9e-05,4az3q78p9b71
2022-04-04 14:43:21.438000+00:00,READ,3.9e-05,mpsz0jpii6nt
2022-04-04 14:43:21.467000+00:00,WRITE,0.000117,4az3q78p9b71
2022-04-04 14:43:21.468000+00:00,WRITE,0.000117,mpsz0jpii6nt
2022-04-04 14:43:21.477000+00:00,READ,3.9e-05,mpsz0jpii6nt
2022-04-04 14:43:21.481000+00:00,READ,3.9e-05,4az3q78p9b71
2022-04-04 14:43:21.487000+00:00,READ,3.9e-05,mpsz0jpii6nt
2022-04-04 14:43:21.490000+00:00,READ,3.9e-05,4az3q78p9b71
2022-04-04 14:43:21.507000+00:00,WRITE,0.000117,mpsz0jpii6nt
2022-04-04 14:43:21.508000+00:00,WRITE,0.000117,4az3q78p9b71
2022-04-04 14:43:21.516000+00:00,READ,3.9e-05,mpsz0jpii6nt
2022-04-04 14:43:21.521000+00:00,READ,3.9e-05,4az3q78p9b71
2022-04-04 14:43:21.525000+00:00,READ,3.9e-05,mpsz0jpii6nt
2022-04-04 14:43:21.534000+00:00,READ,3.9e-05,4az3q78p9b71
2022-04-04 14:43:21.540000+00:00,WRITE,0.000117,mpsz0jpii6nt
2022-04-04 14:43:21.568000+00:00,WRITE,0.000117,4az3q78p9b71
2022-04-04 14:43:21.577000+00:00,READ,3.9e-05,4az3q78p9b71
