labels,timestamp,value
{consumergroup=theodolite-uc1-application},1650301104,22556
{consumergroup=theodolite-uc1-application},1650301164,0
{consumergroup=theodolite-uc1-application},1650301169,0
{consumergroup=theodolite-uc1-application},1650301174,0
{consumergroup=theodolite-uc1-application},1650301179,0
{consumergroup=theodolite-uc1-application},1650301184,0
{consumergroup=theodolite-uc1-application},1650301189,0
{consumergroup=theodolite-uc1-application},1650301194,0
{consumergroup=theodolite-uc1-application},1650301199,0
{consumergroup=theodolite-uc1-application},1650301204,0
{consumergroup=theodolite-uc1-application},1650301209,714
{consumergroup=theodolite-uc1-application},1650301214,714
{consumergroup=theodolite-uc1-application},1650301219,714
{consumergroup=theodolite-uc1-application},1650301224,662
{consumergroup=theodolite-uc1-application},1650301229,662
{consumergroup=theodolite-uc1-application},1650301234,662
{consumergroup=theodolite-uc1-application},1650301239,523
{consumergroup=theodolite-uc1-application},1650301244,523
{consumergroup=theodolite-uc1-application},1650301249,523
{consumergroup=theodolite-uc1-application},1650301254,692
{consumergroup=theodolite-uc1-application},1650301259,692
{consumergroup=theodolite-uc1-application},1650301264,692
{consumergroup=theodolite-uc1-application},1650301269,1263
{consumergroup=theodolite-uc1-application},1650301274,1263
{consumergroup=theodolite-uc1-application},1650301279,1263
{consumergroup=theodolite-uc1-application},1650301284,1217
{consumergroup=theodolite-uc1-application},1650301289,1217
{consumergroup=theodolite-uc1-application},1650301294,1217
{consumergroup=theodolite-uc1-application},1650301299,1708
{consumergroup=theodolite-uc1-application},1650301304,1708
{consumergroup=theodolite-uc1-application},1650301309,1708
{consumergroup=theodolite-uc1-application},1650301314,2699
{consumergroup=theodolite-uc1-application},1650301319,2699
{consumergroup=theodolite-uc1-application},1650301324,2699
{consumergroup=theodolite-uc1-application},1650301329,2931
{consumergroup=theodolite-uc1-application},1650301334,2931
{consumergroup=theodolite-uc1-application},1650301339,2931
{consumergroup=theodolite-uc1-application},1650301344,4314
{consumergroup=theodolite-uc1-application},1650301349,4314
{consumergroup=theodolite-uc1-application},1650301354,4314
{consumergroup=theodolite-uc1-application},1650301359,5716
{consumergroup=theodolite-uc1-application},1650301364,5716
{consumergroup=theodolite-uc1-application},1650301369,5716
{consumergroup=theodolite-uc1-application},1650301374,6401
{consumergroup=theodolite-uc1-application},1650301379,6401
{consumergroup=theodolite-uc1-application},1650301384,6401
{consumergroup=theodolite-uc1-application},1650301389,6850
{consumergroup=theodolite-uc1-application},1650301394,6850
{consumergroup=theodolite-uc1-application},1650301399,6850
{consumergroup=theodolite-uc1-application},1650301404,8587
{consumergroup=theodolite-uc1-application},1650301409,8587
{consumergroup=theodolite-uc1-application},1650301414,8587
{consumergroup=theodolite-uc1-application},1650301419,10090
{consumergroup=theodolite-uc1-application},1650301424,10090
{consumergroup=theodolite-uc1-application},1650301429,10090
{consumergroup=theodolite-uc1-application},1650301434,11421
{consumergroup=theodolite-uc1-application},1650301439,11421
{consumergroup=theodolite-uc1-application},1650301444,11421
{consumergroup=theodolite-uc1-application},1650301449,13511
{consumergroup=theodolite-uc1-application},1650301454,13511
{consumergroup=theodolite-uc1-application},1650301459,13511
{consumergroup=theodolite-uc1-application},1650301464,14262
{consumergroup=theodolite-uc1-application},1650301469,14262
{consumergroup=theodolite-uc1-application},1650301474,14262
{consumergroup=theodolite-uc1-application},1650301479,16119
{consumergroup=theodolite-uc1-application},1650301484,16119
{consumergroup=theodolite-uc1-application},1650301489,16119
{consumergroup=theodolite-uc1-application},1650301494,15958
{consumergroup=theodolite-uc1-application},1650301499,15958
{consumergroup=theodolite-uc1-application},1650301504,15958
{consumergroup=theodolite-uc1-application},1650301509,16161
{consumergroup=theodolite-uc1-application},1650301514,16161
{consumergroup=theodolite-uc1-application},1650301519,16161
{consumergroup=theodolite-uc1-application},1650301524,17581
{consumergroup=theodolite-uc1-application},1650301529,17581
{consumergroup=theodolite-uc1-application},1650301534,17581
{consumergroup=theodolite-uc1-application},1650301539,19442
{consumergroup=theodolite-uc1-application},1650301544,19442
{consumergroup=theodolite-uc1-application},1650301549,19442
{consumergroup=theodolite-uc1-application},1650301554,21197
