labels,timestamp,value
{consumergroup=theodolite-uc3-application},1650150442,0
{consumergroup=theodolite-uc3-application},1650150447,0
{consumergroup=theodolite-uc3-application},1650150452,0
{consumergroup=theodolite-uc3-application},1650150457,0
{consumergroup=theodolite-uc3-application},1650150462,0
{consumergroup=theodolite-uc3-application},1650150467,0
{consumergroup=theodolite-uc3-application},1650150472,0
{consumergroup=theodolite-uc3-application},1650150477,0
{consumergroup=theodolite-uc3-application},1650150482,0
{consumergroup=theodolite-uc3-application},1650150487,1706
{consumergroup=theodolite-uc3-application},1650150492,1706
{consumergroup=theodolite-uc3-application},1650150497,1706
{consumergroup=theodolite-uc3-application},1650150502,3053
{consumergroup=theodolite-uc3-application},1650150507,3053
{consumergroup=theodolite-uc3-application},1650150512,3053
{consumergroup=theodolite-uc3-application},1650150517,3455
{consumergroup=theodolite-uc3-application},1650150522,3455
{consumergroup=theodolite-uc3-application},1650150527,3455
{consumergroup=theodolite-uc3-application},1650150532,3459
{consumergroup=theodolite-uc3-application},1650150537,3459
{consumergroup=theodolite-uc3-application},1650150542,3459
{consumergroup=theodolite-uc3-application},1650150547,3814
{consumergroup=theodolite-uc3-application},1650150552,3814
{consumergroup=theodolite-uc3-application},1650150557,3814
{consumergroup=theodolite-uc3-application},1650150562,3798
{consumergroup=theodolite-uc3-application},1650150567,3798
{consumergroup=theodolite-uc3-application},1650150572,3798
{consumergroup=theodolite-uc3-application},1650150577,3812
{consumergroup=theodolite-uc3-application},1650150582,3812
{consumergroup=theodolite-uc3-application},1650150587,3812
{consumergroup=theodolite-uc3-application},1650150592,4137
{consumergroup=theodolite-uc3-application},1650150597,4137
{consumergroup=theodolite-uc3-application},1650150602,4137
{consumergroup=theodolite-uc3-application},1650150607,3690
{consumergroup=theodolite-uc3-application},1650150612,3690
{consumergroup=theodolite-uc3-application},1650150617,3690
{consumergroup=theodolite-uc3-application},1650150622,3368
{consumergroup=theodolite-uc3-application},1650150627,3368
{consumergroup=theodolite-uc3-application},1650150632,3368
{consumergroup=theodolite-uc3-application},1650150637,3971
{consumergroup=theodolite-uc3-application},1650150642,3971
{consumergroup=theodolite-uc3-application},1650150647,3971
{consumergroup=theodolite-uc3-application},1650150652,3829
{consumergroup=theodolite-uc3-application},1650150657,3829
{consumergroup=theodolite-uc3-application},1650150662,3829
{consumergroup=theodolite-uc3-application},1650150667,3658
{consumergroup=theodolite-uc3-application},1650150672,3658
{consumergroup=theodolite-uc3-application},1650150677,3658
{consumergroup=theodolite-uc3-application},1650150682,4196
{consumergroup=theodolite-uc3-application},1650150687,4196
{consumergroup=theodolite-uc3-application},1650150692,4196
{consumergroup=theodolite-uc3-application},1650150697,3819
{consumergroup=theodolite-uc3-application},1650150702,3819
{consumergroup=theodolite-uc3-application},1650150707,3819
{consumergroup=theodolite-uc3-application},1650150712,4438
{consumergroup=theodolite-uc3-application},1650150717,4438
