labels,timestamp,value
{subscription_id=input-subscription},1649249442,0
{subscription_id=input-subscription},1649249447,0
{subscription_id=input-subscription},1649249452,0
{subscription_id=input-subscription},1649249457,0
{subscription_id=input-subscription},1649249462,0
{subscription_id=input-subscription},1649249467,0
{subscription_id=input-subscription},1649249472,0
{subscription_id=input-subscription},1649249477,0
{subscription_id=input-subscription},1649249482,0
{subscription_id=input-subscription},1649249487,0
{subscription_id=input-subscription},1649249492,0
{subscription_id=input-subscription},1649249497,0
{subscription_id=input-subscription},1649249502,0
{subscription_id=input-subscription},1649249507,0
{subscription_id=input-subscription},1649249512,0
{subscription_id=input-subscription},1649249517,0
{subscription_id=input-subscription},1649249522,0
{subscription_id=input-subscription},1649249527,0
{subscription_id=input-subscription},1649249532,0
{subscription_id=input-subscription},1649249537,0
{subscription_id=input-subscription},1649249542,0
{subscription_id=input-subscription},1649249547,0
{subscription_id=input-subscription},1649249552,0
{subscription_id=input-subscription},1649249557,0
{subscription_id=input-subscription},1649249562,0
{subscription_id=input-subscription},1649249567,0
{subscription_id=input-subscription},1649249572,0
{subscription_id=input-subscription},1649249577,0
{subscription_id=input-subscription},1649249582,0
{subscription_id=input-subscription},1649249587,0
{subscription_id=input-subscription},1649249592,0
{subscription_id=input-subscription},1649249597,0
{subscription_id=input-subscription},1649249602,0
{subscription_id=input-subscription},1649249607,0
{subscription_id=input-subscription},1649249612,0
{subscription_id=input-subscription},1649249617,0
{subscription_id=input-subscription},1649249622,0
{subscription_id=input-subscription},1649249627,0
{subscription_id=input-subscription},1649249632,0
{subscription_id=input-subscription},1649249637,0
{subscription_id=input-subscription},1649249642,0
{subscription_id=input-subscription},1649249647,0
{subscription_id=input-subscription},1649249652,0
{subscription_id=input-subscription},1649249657,0
{subscription_id=input-subscription},1649249662,0
{subscription_id=input-subscription},1649249667,0
{subscription_id=input-subscription},1649249672,0
{subscription_id=input-subscription},1649249677,0
{subscription_id=input-subscription},1649249682,0
{subscription_id=input-subscription},1649249687,0
{subscription_id=input-subscription},1649249692,0
{subscription_id=input-subscription},1649249697,0
{subscription_id=input-subscription},1649249702,42046
{subscription_id=input-subscription},1649249707,42046
{subscription_id=input-subscription},1649249712,42046
{subscription_id=input-subscription},1649249717,42046
{subscription_id=input-subscription},1649249722,42046
{subscription_id=input-subscription},1649249727,42046
{subscription_id=input-subscription},1649249732,42046
{subscription_id=input-subscription},1649249737,42046
{subscription_id=input-subscription},1649249742,42046
{subscription_id=input-subscription},1649249747,42046
{subscription_id=input-subscription},1649249752,42046
{subscription_id=input-subscription},1649249757,42046
{subscription_id=input-subscription},1649249762,96131
{subscription_id=input-subscription},1649249767,96131
{subscription_id=input-subscription},1649249772,96131
{subscription_id=input-subscription},1649249777,96131
{subscription_id=input-subscription},1649249782,96131
{subscription_id=input-subscription},1649249787,96131
{subscription_id=input-subscription},1649249792,96131
{subscription_id=input-subscription},1649249797,96131
{subscription_id=input-subscription},1649249802,96131
{subscription_id=input-subscription},1649249807,96131
{subscription_id=input-subscription},1649249812,96131
{subscription_id=input-subscription},1649249817,96131
{subscription_id=input-subscription},1649249822,832
{subscription_id=input-subscription},1649249827,832
{subscription_id=input-subscription},1649249832,832
{subscription_id=input-subscription},1649249837,832
{subscription_id=input-subscription},1649249842,832
{subscription_id=input-subscription},1649249847,832
{subscription_id=input-subscription},1649249852,832
{subscription_id=input-subscription},1649249857,832
{subscription_id=input-subscription},1649249862,832
{subscription_id=input-subscription},1649249867,832
{subscription_id=input-subscription},1649249872,832
{subscription_id=input-subscription},1649249877,832
{subscription_id=input-subscription},1649249882,750
{subscription_id=input-subscription},1649249887,750
{subscription_id=input-subscription},1649249892,750
{subscription_id=input-subscription},1649249897,750
{subscription_id=input-subscription},1649249902,750
{subscription_id=input-subscription},1649249907,750
{subscription_id=input-subscription},1649249912,750
{subscription_id=input-subscription},1649249917,750
{subscription_id=input-subscription},1649249922,750
{subscription_id=input-subscription},1649249927,750
{subscription_id=input-subscription},1649249932,750
{subscription_id=input-subscription},1649249937,750
{subscription_id=input-subscription},1649249942,1225
{subscription_id=input-subscription},1649249947,1225
{subscription_id=input-subscription},1649249952,1225
{subscription_id=input-subscription},1649249957,1225
{subscription_id=input-subscription},1649249962,1225
{subscription_id=input-subscription},1649249967,1225
{subscription_id=input-subscription},1649249972,1225
{subscription_id=input-subscription},1649249977,1225
{subscription_id=input-subscription},1649249982,1225
{subscription_id=input-subscription},1649249987,1225
