labels,timestamp,value
{subscription_id=input-subscription},1649280521,0
{subscription_id=input-subscription},1649280526,0
{subscription_id=input-subscription},1649280531,0
{subscription_id=input-subscription},1649280536,0
{subscription_id=input-subscription},1649280541,0
{subscription_id=input-subscription},1649280546,0
{subscription_id=input-subscription},1649280551,0
{subscription_id=input-subscription},1649280556,0
{subscription_id=input-subscription},1649280561,0
{subscription_id=input-subscription},1649280566,0
{subscription_id=input-subscription},1649280571,0
{subscription_id=input-subscription},1649280576,0
{subscription_id=input-subscription},1649280581,0
{subscription_id=input-subscription},1649280586,0
{subscription_id=input-subscription},1649280591,0
{subscription_id=input-subscription},1649280596,0
{subscription_id=input-subscription},1649280601,0
{subscription_id=input-subscription},1649280606,0
{subscription_id=input-subscription},1649280611,0
{subscription_id=input-subscription},1649280616,0
{subscription_id=input-subscription},1649280621,0
{subscription_id=input-subscription},1649280626,0
{subscription_id=input-subscription},1649280631,0
{subscription_id=input-subscription},1649280636,0
{subscription_id=input-subscription},1649280641,0
{subscription_id=input-subscription},1649280646,0
{subscription_id=input-subscription},1649280651,0
{subscription_id=input-subscription},1649280656,0
{subscription_id=input-subscription},1649280661,0
{subscription_id=input-subscription},1649280666,0
{subscription_id=input-subscription},1649280671,0
{subscription_id=input-subscription},1649280676,0
{subscription_id=input-subscription},1649280681,0
{subscription_id=input-subscription},1649280686,0
{subscription_id=input-subscription},1649280691,0
{subscription_id=input-subscription},1649280696,0
{subscription_id=input-subscription},1649280701,0
{subscription_id=input-subscription},1649280706,0
{subscription_id=input-subscription},1649280711,0
{subscription_id=input-subscription},1649280716,0
{subscription_id=input-subscription},1649280721,36392
{subscription_id=input-subscription},1649280726,36392
{subscription_id=input-subscription},1649280731,36392
{subscription_id=input-subscription},1649280736,36392
{subscription_id=input-subscription},1649280741,36392
{subscription_id=input-subscription},1649280746,36392
{subscription_id=input-subscription},1649280751,36392
{subscription_id=input-subscription},1649280756,36392
{subscription_id=input-subscription},1649280761,36392
{subscription_id=input-subscription},1649280766,36392
{subscription_id=input-subscription},1649280771,36392
{subscription_id=input-subscription},1649280776,36392
{subscription_id=input-subscription},1649280781,108685
{subscription_id=input-subscription},1649280786,108685
{subscription_id=input-subscription},1649280791,108685
{subscription_id=input-subscription},1649280796,108685
{subscription_id=input-subscription},1649280801,108685
{subscription_id=input-subscription},1649280806,108685
{subscription_id=input-subscription},1649280811,108685
{subscription_id=input-subscription},1649280816,108685
{subscription_id=input-subscription},1649280821,108685
{subscription_id=input-subscription},1649280826,108685
{subscription_id=input-subscription},1649280831,108685
{subscription_id=input-subscription},1649280836,108685
{subscription_id=input-subscription},1649280841,179432
{subscription_id=input-subscription},1649280846,179432
{subscription_id=input-subscription},1649280851,179432
{subscription_id=input-subscription},1649280856,179432
{subscription_id=input-subscription},1649280861,179432
{subscription_id=input-subscription},1649280866,179432
{subscription_id=input-subscription},1649280871,179432
{subscription_id=input-subscription},1649280876,179432
{subscription_id=input-subscription},1649280881,179432
{subscription_id=input-subscription},1649280886,179432
{subscription_id=input-subscription},1649280891,179432
{subscription_id=input-subscription},1649280896,179432
{subscription_id=input-subscription},1649280901,75198
{subscription_id=input-subscription},1649280906,75198
{subscription_id=input-subscription},1649280911,75198
{subscription_id=input-subscription},1649280916,75198
{subscription_id=input-subscription},1649280921,75198
{subscription_id=input-subscription},1649280926,75198
{subscription_id=input-subscription},1649280931,75198
{subscription_id=input-subscription},1649280936,75198
{subscription_id=input-subscription},1649280941,75198
{subscription_id=input-subscription},1649280946,75198
{subscription_id=input-subscription},1649280951,75198
{subscription_id=input-subscription},1649280956,75198
{subscription_id=input-subscription},1649280961,20313
{subscription_id=input-subscription},1649280966,20313
{subscription_id=input-subscription},1649280971,20313
{subscription_id=input-subscription},1649280976,20313
{subscription_id=input-subscription},1649280981,20313
{subscription_id=input-subscription},1649280986,20313
{subscription_id=input-subscription},1649280991,20313
{subscription_id=input-subscription},1649280996,20313
{subscription_id=input-subscription},1649281001,20313
{subscription_id=input-subscription},1649281006,20313
{subscription_id=input-subscription},1649281011,20313
{subscription_id=input-subscription},1649281016,20313
{subscription_id=input-subscription},1649281021,2730
{subscription_id=input-subscription},1649281026,2730
{subscription_id=input-subscription},1649281031,2730
{subscription_id=input-subscription},1649281036,2730
{subscription_id=input-subscription},1649281041,2730
{subscription_id=input-subscription},1649281046,2730
{subscription_id=input-subscription},1649281051,2730
{subscription_id=input-subscription},1649281056,2730
{subscription_id=input-subscription},1649281061,2730
{subscription_id=input-subscription},1649281066,2730
{subscription_id=input-subscription},1649281071,2730
{subscription_id=input-subscription},1649281076,2730
{subscription_id=input-subscription},1649281081,5666
{subscription_id=input-subscription},1649281086,5666
{subscription_id=input-subscription},1649281091,5666
{subscription_id=input-subscription},1649281096,5666
{subscription_id=input-subscription},1649281101,5666
{subscription_id=input-subscription},1649281106,5666
{subscription_id=input-subscription},1649281111,5666
{subscription_id=input-subscription},1649281116,5666
{subscription_id=input-subscription},1649281121,5666
{subscription_id=input-subscription},1649281126,5666
{subscription_id=input-subscription},1649281131,5666
{subscription_id=input-subscription},1649281136,5666
{subscription_id=input-subscription},1649281141,27819
{subscription_id=input-subscription},1649281146,27819
