labels,timestamp,value
{consumergroup=theodolite-uc3-application},1649440260,0
{consumergroup=theodolite-uc3-application},1649440265,0
{consumergroup=theodolite-uc3-application},1649440270,0
{consumergroup=theodolite-uc3-application},1649440275,0
{consumergroup=theodolite-uc3-application},1649440280,0
{consumergroup=theodolite-uc3-application},1649440285,0
{consumergroup=theodolite-uc3-application},1649440290,0
{consumergroup=theodolite-uc3-application},1649440295,0
{consumergroup=theodolite-uc3-application},1649440300,0
{consumergroup=theodolite-uc3-application},1649440305,0
{consumergroup=theodolite-uc3-application},1649440310,0
{consumergroup=theodolite-uc3-application},1649440315,0
{consumergroup=theodolite-uc3-application},1649440320,0
{consumergroup=theodolite-uc3-application},1649440325,0
{consumergroup=theodolite-uc3-application},1649440330,0
{consumergroup=theodolite-uc3-application},1649440335,0
{consumergroup=theodolite-uc3-application},1649440340,0
{consumergroup=theodolite-uc3-application},1649440345,0
{consumergroup=theodolite-uc3-application},1649440350,6178
{consumergroup=theodolite-uc3-application},1649440355,6178
{consumergroup=theodolite-uc3-application},1649440360,6178
{consumergroup=theodolite-uc3-application},1649440365,6844
{consumergroup=theodolite-uc3-application},1649440370,6844
{consumergroup=theodolite-uc3-application},1649440375,6844
{consumergroup=theodolite-uc3-application},1649440380,5703
{consumergroup=theodolite-uc3-application},1649440385,5703
{consumergroup=theodolite-uc3-application},1649440390,5703
{consumergroup=theodolite-uc3-application},1649440395,4008
{consumergroup=theodolite-uc3-application},1649440400,4008
{consumergroup=theodolite-uc3-application},1649440405,4008
{consumergroup=theodolite-uc3-application},1649440410,5020
{consumergroup=theodolite-uc3-application},1649440415,5020
{consumergroup=theodolite-uc3-application},1649440420,5020
{consumergroup=theodolite-uc3-application},1649440425,3480
{consumergroup=theodolite-uc3-application},1649440430,3480
{consumergroup=theodolite-uc3-application},1649440435,3480
{consumergroup=theodolite-uc3-application},1649440440,1823
{consumergroup=theodolite-uc3-application},1649440445,1823
{consumergroup=theodolite-uc3-application},1649440450,1823
{consumergroup=theodolite-uc3-application},1649440455,1269
{consumergroup=theodolite-uc3-application},1649440460,1269
{consumergroup=theodolite-uc3-application},1649440465,1269
{consumergroup=theodolite-uc3-application},1649440470,1185
{consumergroup=theodolite-uc3-application},1649440475,1185
{consumergroup=theodolite-uc3-application},1649440480,1185
{consumergroup=theodolite-uc3-application},1649440485,2828
{consumergroup=theodolite-uc3-application},1649440490,2828
{consumergroup=theodolite-uc3-application},1649440495,2828
{consumergroup=theodolite-uc3-application},1649440500,2792
{consumergroup=theodolite-uc3-application},1649440505,2792
{consumergroup=theodolite-uc3-application},1649440510,2792
{consumergroup=theodolite-uc3-application},1649440515,2712
{consumergroup=theodolite-uc3-application},1649440520,2712
{consumergroup=theodolite-uc3-application},1649440525,2712
{consumergroup=theodolite-uc3-application},1649440530,2369
{consumergroup=theodolite-uc3-application},1649440535,2369
{consumergroup=theodolite-uc3-application},1649440540,2369
