labels,timestamp,value
{consumergroup=theodolite-uc3-application},1649431956,0
{consumergroup=theodolite-uc3-application},1649431961,0
{consumergroup=theodolite-uc3-application},1649432001,0
{consumergroup=theodolite-uc3-application},1649432006,0
{consumergroup=theodolite-uc3-application},1649432011,0
{consumergroup=theodolite-uc3-application},1649432016,0
{consumergroup=theodolite-uc3-application},1649432021,0
{consumergroup=theodolite-uc3-application},1649432026,0
{consumergroup=theodolite-uc3-application},1649432031,0
{consumergroup=theodolite-uc3-application},1649432036,0
{consumergroup=theodolite-uc3-application},1649432041,0
{consumergroup=theodolite-uc3-application},1649432046,0
{consumergroup=theodolite-uc3-application},1649432051,0
{consumergroup=theodolite-uc3-application},1649432056,0
{consumergroup=theodolite-uc3-application},1649432061,0
{consumergroup=theodolite-uc3-application},1649432066,0
{consumergroup=theodolite-uc3-application},1649432071,0
{consumergroup=theodolite-uc3-application},1649432076,0
{consumergroup=theodolite-uc3-application},1649432081,0
{consumergroup=theodolite-uc3-application},1649432086,0
{consumergroup=theodolite-uc3-application},1649432091,6033
{consumergroup=theodolite-uc3-application},1649432096,6033
{consumergroup=theodolite-uc3-application},1649432101,6033
{consumergroup=theodolite-uc3-application},1649432106,7808
{consumergroup=theodolite-uc3-application},1649432111,7808
{consumergroup=theodolite-uc3-application},1649432116,7808
{consumergroup=theodolite-uc3-application},1649432121,9816
{consumergroup=theodolite-uc3-application},1649432126,9816
{consumergroup=theodolite-uc3-application},1649432131,9816
{consumergroup=theodolite-uc3-application},1649432136,9830
{consumergroup=theodolite-uc3-application},1649432141,9830
{consumergroup=theodolite-uc3-application},1649432146,9830
{consumergroup=theodolite-uc3-application},1649432151,12638
{consumergroup=theodolite-uc3-application},1649432156,12638
{consumergroup=theodolite-uc3-application},1649432161,12638
{consumergroup=theodolite-uc3-application},1649432166,12929
{consumergroup=theodolite-uc3-application},1649432171,12929
{consumergroup=theodolite-uc3-application},1649432176,12929
{consumergroup=theodolite-uc3-application},1649432181,13926
{consumergroup=theodolite-uc3-application},1649432186,13926
{consumergroup=theodolite-uc3-application},1649432191,13926
{consumergroup=theodolite-uc3-application},1649432196,13344
{consumergroup=theodolite-uc3-application},1649432201,13344
{consumergroup=theodolite-uc3-application},1649432206,13344
{consumergroup=theodolite-uc3-application},1649432211,14014
{consumergroup=theodolite-uc3-application},1649432216,14014
{consumergroup=theodolite-uc3-application},1649432221,14014
{consumergroup=theodolite-uc3-application},1649432226,12196
{consumergroup=theodolite-uc3-application},1649432231,12196
{consumergroup=theodolite-uc3-application},1649432236,12196
{consumergroup=theodolite-uc3-application},1649432241,12530
{consumergroup=theodolite-uc3-application},1649432246,12530
{consumergroup=theodolite-uc3-application},1649432251,12530
{consumergroup=theodolite-uc3-application},1649432256,12191
{consumergroup=theodolite-uc3-application},1649432261,12191
{consumergroup=theodolite-uc3-application},1649432266,12191
{consumergroup=theodolite-uc3-application},1649432271,12266
{consumergroup=theodolite-uc3-application},1649432276,12266
{consumergroup=theodolite-uc3-application},1649432281,12266
{consumergroup=theodolite-uc3-application},1649432286,13393
